"","brand","che_pc_usd","che_perc_gdp","cluster_nl","corporation","country","launch_date","date","drug_id","ind_launch_date","indication","insurance_perc_che","population","prev_perc","price_month","price_unit","public_perc_che","therapeutic_area","target","Country_Group","Price_Group","indication_number","avg_price_per_year","month_number"
"1","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-05-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.00314022016738,1.7910447761194,"THER_AREA_051D",1.00440681721904,4,2,1,1.00372125100508,5
"2","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-06-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.0031072152497,1.7910447761194,"THER_AREA_051D",1.0096958151889,4,2,1,1.00372125100508,6
"3","BRAND_4EAC",1.04712858926342,1.29344563058162,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2015-06-01,"DRUG_ID_0259","-1","['IND_A24B']",1.34666666666667,1.21444179272406,0.0060135265149625,0.759354234491371,1.34334261960381,1.64179104477612,"THER_AREA_051D",1.00469900447409,2,2,1,1.2100929035368,6
"4","BRAND_4EAC",1.09129213483146,1.39930887747169,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2015-06-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.94628153952233,0.0140371988464032,1.09030905766401,1.16114196906514,1.52238805970149,"THER_AREA_051D",1.01662530156713,4,2,1,1.2100929035368,6
"5","BRAND_4EAC",1.09129213483146,1.39930887747169,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2015-07-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.94628153952233,0.0140371988464032,1.09030905766401,1.16514257858198,1.52238805970149,"THER_AREA_051D",1.05824231896152,4,2,1,1.2100929035368,7
"6","BRAND_4EAC",1.04712858926342,1.29344563058162,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2015-07-01,"DRUG_ID_0259","-1","['IND_A24B']",1.34666666666667,1.21444179272406,0.0060135265149625,0.759354234491371,1.34406066047948,1.64179104477612,"THER_AREA_051D",1.00760657415194,2,2,1,1.2100929035368,7
"7","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-07-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.00309519087588,1.7910447761194,"THER_AREA_051D",1.0155334304873,4,2,1,1.00372125100508,7
"8","BRAND_4EAC",1.09129213483146,1.39930887747169,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2015-08-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.94628153952233,0.0140371988464032,1.09030905766401,1.1630492219714,1.52238805970149,"THER_AREA_051D",1.03621896002076,4,2,1,1.2100929035368,8
"9","BRAND_4EAC",1.04712858926342,1.29344563058162,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2015-08-01,"DRUG_ID_0259","-1","['IND_A24B']",1.34666666666667,1.21444179272406,0.0060135265149625,0.759354234491371,1.3408150912832,1.64179104477612,"THER_AREA_051D",1.00574081549974,2,2,1,1.2100929035368,8
"10","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-08-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.00258505379213,1.7910447761194,"THER_AREA_051D",1.01149823254806,4,2,1,1.00372125100508,8
"11","BRAND_33E5",1.31679151061174,1.86308835401228,"BRAND_33E5_COUNTRY_EA71","CORP_A979","COUNTRY_EA71",2015-09-01,2015-09-01,"DRUG_ID_947E","-1","['IND_C945']",1.01333333333333,1.04932134236306,0.1751313598188,0.759354234491371,1.0029507316448,1.67164179104478,"THER_AREA_051D",1.00064924825379,2,2,1,1.00372125100508,9
"12","BRAND_4EAC",1.04712858926342,1.29344563058162,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2015-09-01,"DRUG_ID_0259","-1","['IND_A24B']",1.34666666666667,1.21444179272406,0.0060135265149625,0.759354234491371,1.33469147118229,1.64179104477612,"THER_AREA_051D",1.00739943790732,2,2,1,1.2100929035368,9
"13","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-09-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.0025053687448,1.7910447761194,"THER_AREA_051D",1.01647435517925,4,2,1,1.00372125100508,9
"14","BRAND_4EAC",1.09129213483146,1.39930887747169,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2015-09-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.94628153952233,0.0140371988464032,1.09030905766401,1.17755808111859,1.52238805970149,"THER_AREA_051D",1.04056345758051,4,2,1,1.2100929035368,9
"15","BRAND_33E5",1.31679151061174,1.86308835401228,"BRAND_33E5_COUNTRY_EA71","CORP_A979","COUNTRY_EA71",2015-09-01,2015-10-01,"DRUG_ID_947E","-1","['IND_C945']",1.01333333333333,1.04932134236306,0.1751313598188,0.759354234491371,1.00289595077666,1.67164179104478,"THER_AREA_051D",1.00183536504788,2,2,1,1.00372125100508,10
"16","BRAND_4EAC",1.04712858926342,1.29344563058162,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2015-10-01,"DRUG_ID_0259","-1","['IND_A24B']",1.34666666666667,1.21444179272406,0.0060135265149625,0.759354234491371,1.33004442260671,1.64179104477612,"THER_AREA_051D",1.00833908555708,2,2,1,1.2100929035368,10
"17","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-10-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.0024591854565,1.7910447761194,"THER_AREA_051D",1.02216153490665,4,2,1,1.00372125100508,10
"18","BRAND_4EAC",1.09129213483146,1.39930887747169,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2015-10-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.94628153952233,0.0140371988464032,1.09030905766401,1.16022241274066,1.52238805970149,"THER_AREA_051D",1.05212145570347,4,2,1,1.2100929035368,10
"19","BRAND_33E5",1.31679151061174,1.86308835401228,"BRAND_33E5_COUNTRY_EA71","CORP_A979","COUNTRY_EA71",2015-09-01,2015-11-01,"DRUG_ID_947E","-1","['IND_C945']",1.01333333333333,1.04932134236306,0.1751313598188,0.759354234491371,1.00285132693502,1.67164179104478,"THER_AREA_051D",1.0020412242503,2,2,1,1.00372125100508,11
"20","BRAND_4EAC",1.09129213483146,1.39930887747169,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2015-11-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.94628153952233,0.0140371988464032,1.09030905766401,1.17647410959869,1.52238805970149,"THER_AREA_051D",1.05815139355697,4,2,1,1.2100929035368,11
"21","BRAND_4EAC",1.04712858926342,1.29344563058162,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2015-11-01,"DRUG_ID_0259","-1","['IND_A24B']",1.34666666666667,1.21444179272406,0.0060135265149625,0.759354234491371,1.32779454638522,1.64179104477612,"THER_AREA_051D",1.00724695906881,2,2,1,1.2100929035368,11
"22","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-11-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.00242126638041,1.7910447761194,"THER_AREA_051D",1.02337983316414,4,2,1,1.00372125100508,11
"23","BRAND_33E5",1.41354556803995,1.84909953578008,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2015-12-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34781418204332,0.1751313598188,0.759354234491371,1.0023907201531,1.7910447761194,"THER_AREA_051D",1.02645750486285,4,2,1,1.00372125100508,12
"24","BRAND_4EAC",1.09129213483146,1.39930887747169,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2015-12-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.94628153952233,0.0140371988464032,1.09030905766401,1.137109072219,1.52238805970149,"THER_AREA_051D",1.03594184186366,4,2,1,1.2100929035368,12
"25","BRAND_4EAC",1.04712858926342,1.29344563058162,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2015-12-01,"DRUG_ID_0259","-1","['IND_A24B']",1.34666666666667,1.21444179272406,0.0060135265149625,0.759354234491371,1.32365177045184,1.64179104477612,"THER_AREA_051D",1.01022195657474,2,2,1,1.2100929035368,12
"26","BRAND_33E5",1.31679151061174,1.86308835401228,"BRAND_33E5_COUNTRY_EA71","CORP_A979","COUNTRY_EA71",2015-09-01,2015-12-01,"DRUG_ID_947E","-1","['IND_C945']",1.01333333333333,1.04932134236306,0.1751313598188,0.759354234491371,1.00281507382751,1.67164179104478,"THER_AREA_051D",1.00253390713053,2,2,1,1.00372125100508,12
"27","BRAND_4EAC",1.08239700374532,1.32539675384843,"BRAND_4EAC_COUNTRY_8DBB","CORP_39F7","COUNTRY_8DBB",2015-06-01,2016-01-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.95782191942344,0.0138743356559015,1.09030905766401,1.13701780463585,1.52238805970149,"THER_AREA_051D",1.05870920558934,4,2,1,1.2100929035368,1
"28","BRAND_33E5",1.2748127340824,1.69471315131151,"BRAND_33E5_COUNTRY_EA71","CORP_A979","COUNTRY_EA71",2015-09-01,2016-01-01,"DRUG_ID_947E","-1","['IND_C945']",1.01333333333333,1.04896588631051,0.177823857765035,1.00147170316193,1.00266250184626,1.67164179104478,"THER_AREA_051D",1.00276096523345,2,2,1,1.00372125100508,1
"29","BRAND_4EAC",1.04369538077403,1.24630133990291,"BRAND_4EAC_COUNTRY_84C8","CORP_39F7","COUNTRY_84C8",2015-06-01,2016-01-01,"DRUG_ID_0259","-1","['IND_A24B']",1.36,1.21740478470487,0.0059628671150956,1.1710297462427,1.31912648269555,1.65671641791045,"THER_AREA_051D",1.00974306575025,2,2,1,1.2100929035368,1
"30","BRAND_33E5",1.36189138576779,1.6749132687877,"BRAND_33E5_COUNTRY_907E","CORP_2BCC","COUNTRY_907E",2015-05-01,2016-01-01,"DRUG_ID_947E","-1","['IND_C945']",1.04,1.34753924315702,0.177823857765035,0.759354234491371,1.00226110121438,1.80597014925373,"THER_AREA_051D",1.02562053140586,4,2,1,1.00372125100508,1
