"","brand","che_pc_usd","che_perc_gdp","cluster_nl","corporation","country","launch_date","date","drug_id","ind_launch_date","indication","insurance_perc_che","population","prev_perc","price_month","price_unit","public_perc_che","therapeutic_area","target","Country_Group","Price_Group","indication_number","avg_price_per_year","month_number"
"1","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-01-01,"DRUG_ID_C901","2018-01-01 00:00:00","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01368076396739,2,"THER_AREA_032C",1.13109374526696,4,2,2,1.01368112192921,1
"2","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-02-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01409498108831,2,"THER_AREA_032C",1.0990936218536,4,2,2,1.01368112192921,2
"3","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-03-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.0143221925712,2,"THER_AREA_032C",1.10921009474274,4,2,2,1.01368112192921,3
"4","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-04-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01411572209822,2,"THER_AREA_032C",1.11557129734257,4,2,2,1.01368112192921,4
"5","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-05-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01421370213548,2,"THER_AREA_032C",1.1069313406435,4,2,2,1.01368112192921,5
"6","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-06-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01467663918569,2,"THER_AREA_032C",1.12150801111558,4,2,2,1.01368112192921,6
"7","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-07-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01487134586244,2,"THER_AREA_032C",1.12388714073163,4,2,2,1.01368112192921,7
"8","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-08-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01528155128337,2,"THER_AREA_032C",1.12966933239861,4,2,2,1.01368112192921,8
"9","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-09-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01518817426647,2,"THER_AREA_032C",1.12179355775119,4,2,2,1.01368112192921,9
"10","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-10-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01491131246862,2,"THER_AREA_032C",1.1302325080082,4,2,2,1.01368112192921,10
"11","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-11-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.01430674037009,2,"THER_AREA_032C",1.11939450627684,4,2,2,1.01368112192921,11
"12","BRAND_CEC2",1.65074906367041,1.96208559518645,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2017-12-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",1.98666666666667,2.01447997670284,0.0395482727651352,0.797165113202218,1.0133362764903,2,"THER_AREA_032C",1.1295477579813,4,2,2,1.01368112192921,12
"13","BRAND_CEC2",1.64263420724095,1.9235378385689,"BRAND_CEC2_COUNTRY_53A5","CORP_5EFB","COUNTRY_53A5",2017-01-01,2018-01-01,"DRUG_ID_C901","-1","['IND_6719', 'IND_9431']",2,2.01173658978773,0.0395482727651352,0.797165113202218,1.01345726613717,2,"THER_AREA_032C",1.11037858835449,4,2,2,1.01368112192921,1
